text,label
 son seri bence oldukca basarısız ve ozensiz hazırlanmıs...basit bir animasyon daha cok cocukları tatmin edicek gibi...izlenmeye degmez berbat... ,Negative
 guzel baslangıc ama sonlarına dogru sıkıldım..uzatılmıs sonu bellı bır senaryo.cok ovulen fılm ama ben begenmedım.5 ,Negative
güzel bir ürün işimi gördü. fiyatı için bişey diyemem çok satılanlarda gördüm ve aldım. çok memnunum.,Positive
"xaomi performans açısından güzel bir marka, tavsiye ederim. satıcı da gününde kargoladı. tek sıkıntı, hepsiburada'nın yurtiçi kargoyu kullanıyor olması. her kargo hep sıkıntı. umarım bir an önce bu kargo şirketiyle anlaşması biter.",Positive
" Konu belki ilginç ama, bundan daha ucuz ve kalitesiz anlatılamazdı heralde.İzlediğim tüm filmler içinde en kötülerden biri olarak kalacak bir film....Hiç tavsiye etmiyorum, ciddiyetten yoksun bir film... ",Negative
 arkadaşlar bugün eşimle birlikte büyük bir heyecanla destereye gittik ama umduğumuz gibi bulamadık gitmek isteyenlere bir tavsiye sakın ola gitmeyin yoksa bugün benim gibi filmin yarısında çıkarsınız verdiğiniz paraya mı yoksa boşa geçen zamanamı yanarsınız sakın ola ,Negative
" Bence berbat bir film, sakın gitmeyin paranıza yazık. tamamen kan vahşet..senaryoda ne ufak bir zeka pırıltısı yok...pişman oldum...çocuklara kesnlikle yasaklanmalı..gelişimleri için çok tehlikeli.. ",Negative
" &quot;klişelerden klişe begen&quot; tadinda seri üretim ürünü bir pop-corn holywood gerilim filmi, ötesi degil. artik parada pulda gözü olmamasi gereken bir robert de niro abinin de neden son demlerinde bu tip vasat bir filmde yüzünü eskittigini akil dimak almiyor efendim.. imali imali resimler çizen ve hayali arkadasi olan ufak kiz, arkasinda gizemli bir patika bulunan kedili bir kasaba evi.. dahasi; güven vermeyen kasaba serifi, freddy tadinda saklambaç tekerlemeleri, sıkıntı vermeye başlayan psikolojik sorunlu protagonistler, müzikli atli karinca oyuncagi, oyuncak bebekler.. iyi geceler öpücükleri.. bu film, robert de niro ve ufak kızımıza rağmen temcit pilavidır benim gözümde.. bir de filmin iki sonu bulunuyor. benim izlediğim 2. sondu ve sanırım filmi sinemada izleyenler 1. sonu görmüş. o da filmin bir güzelliği diyelim. ",Negative
"yol tutuşu iyi, fren mesafesi iyi. 68db ses seviyesi. yanaklar orta sertlikte. (yumuşak yanaklar çok fazla balon yapar) türkiye yollarında yanaklar orta sertlikte alınmalı.",Positive
böğürtlen kışını sipariş verirken ilk önce kapağı dikkatimi çekti. dizaynı çok hoşuma gittiği için konusunu ve yorumları okudum. yorumlar hep olumluydu. siparişi verdim. kargo çok kısa sürede elime geçti. siteye bu konuda teşekkürler. kitabi çok kısa sürede okudum. sürükleyici ve sıkmayan anlatımı güzel dili sade ve kolay anlaşılır bir kitap. sarah jıo nun diğer kitaplarını da sipariş verdim. onlarda kısa sürede gönderildi. güğzel kitaplar tavsiye ederim.,Positive
butun notebooklara uymlu kaliteli bir uurn  cok ince rahatlikda tasunir,Positive
"Makinayı taktık ve ürün çalışmıyor servise götürdük dişlisi bozukmuş
süper daha hiç kullanmadan dişli bozuk olması ürünün kontrol edilmeden
piyasaya çıktığını gösteriyor",Negative
urunun kokusu bir harika.avene nin baska urunlerini de kullandim.hepsi cok guzel.doktor tavsiyesiyle aldim.sonucu bekliyorum ,Positive
" çok fazla beğendiğimi söyleyemiyeceğim.. bir sürü tiyatrocuyu filmde bir restoran kurgusu üzerine oturtmaya çalışınca bir de aysun kayacıya rol verilirse olacağı buydu tabiki.. 10 üzerinden 3, o da ata demirerin hatrına:) ",Negative
 film yapmak için yapılmış bir film... Garez 1 belki çok güzeldi ama ikisi olmamış.. filmin sonu düşünüldüğünde bu garez ’in bütün dünyayı saracağı oluyor... ve en önemlisi buna kim son verecek..tavsiye etmiyorum... ,Negative
ürünü aldm fakat çok etkili değil ve çok yavaş çekiyor bir yerden tüy alması için bir kaç kez geçmek gerekiyor ve uzun zaman alıyor bitmesi,Negative
 izlerken insanı dinlendiren bir film izlenmeli... 9/10 ,Positive
ürün hemen geldi hız yönünden bi sıkıntı yok kurulumu da cok kolay.ancak rafları hareket etmiyor ve ayakları masada eğri duruyor.,Negative
arkadaslar ürünü yeni aldım bu gün kullanmaya basladım 3 g ile görüntülü görüsme yapamadım arama sağlayamadım.sevdiğim bir müziği zil sesi yapamıyorum.telefon sanki elimde patlayacak gibi ısınıyor.galerisi yok fotograf ve videolarınızı bulamazsınız.kameraya gelince samsung a5 ile kıyasladım onda da 13 mp kamera var onun yanında sankı 5 mp gibi kalıyor.artı yanı sadece internet hızı baska hiçbir şeyi yok ses kalitesi sıfır.yardımcı oldugum için ne mutlu bana  ,Negative
 film korku filmi olsa bile bi anlam ifade etmiyor.kötü ruhlar insanlarımızı öldürüyor ve buna dur diyecek kimse çıkmıyor ve film bu şekilde bitiyor.yani anlamsız boş bir film.sonuç olarak vasatın altında bi film.hiç çekilmese daha iyi vakit kaybı.10/1 ,Negative
"urun gayet kullanisli ve saklamasi gayet kolay. ayrica kanatlarina agirlik konuldugunda kapaniyor diye yorum yapilmis ozellikle kontrol ettim ve camasir konuldugunda kapanmiyor. el ile kapanmasi gerekiyor. urun,kullanis,kurulum kolayligi,kaliteli malzemelerden dolayi verilen paraya deger. tavsiye edilir.",Positive
urun cok kaliteli zaten markasindan belli kaliteli mal oldugu kargo suresi gayet normal tam olarak tahmin edilen gunde tealim ediliyor,Positive
"hızlı kargo, 4 adet çıkarılabilir başlık, kaliteli ürün.",Positive
kızım oyuncakları asıldığında üzerine yıkıldı resmen oyun barı 6 . ay tavsiye edilmez bunu almak yerine çocuğa çıngırak alın daha iyi beklentim hiç karşılamadı,Negative
elime hızlı ulaştı kokusu ve kalitesi güzel tavsiye ederim,Positive
"ürünü bugün aldım. piyasa fiyatının biraz üstünde ama hem 6 taksitle aldım, hem de kartımda birikmiş puanları kullandım. bu yüzden avantajlı olduğunu düşünüyorum.",Positive
almanizi tavsiye etmem guzel degil,Negative
 bence werilen puan bu film içi n çok fazlaa ,Negative
ürünü 11.11.2016 saat beşte sipariş ettim ertesi gün aldım bu yönü güzel oldu saat güzel ince bilekliler için süper hem spor hem takımın elbise ile  şık duruyor deri kordonlu modelini tavsiye ederim ,Positive
 süper süper süper... bu film anlatılmaz yaşanır gerçekten mükemmel... ,Positive
öneri olarak telefon satışı esnasındaki kampanyalara bence kaskoda eklenmeli çünkü fatura kesildikten sonra yaptıramıyoruz ve malum garantide bi çok şeyi kqpsamıyor.,Positive
i̇şyeri̇ndeki̇ arkadaşim almiş anlata anlata bi̇ti̇remedi̇ evde çocuk olduğu i̇çi̇n her an ortaliğin batmasi i̇çi̇n kisa ve en kesi̇n çözüm olarak en i̇yi̇si̇ bu teşekkürler ,Positive
"eşleştirme ve bağlantılar çok kolay. ses kalitesi iyi. bağlantının kesilmesi, duraksaması vb. sorun yok. fiyat/kazanç oranı mükemmel. ",Positive
kullanişli rahat güzel ürün. gayet sicak tutuyor. almanizi tavsi̇ye edebi̇li̇ri̇m.,Positive
 taylan biladerlerden insan korkularına yönelik bir film daha!!!!! gişe başarısı için daha ne kadar çaba gösterilir artık bilemiyorum. bu açıdan yapımcı ve yönetmenleri tebrik ederim. (bugüne kadar filmi izlemediğim için yorum yazmamıştım ancak verdiğim 11 ytl bilet 5 ytl popcorn ve 3 ytl içecek parası-eşimin ki hariç- sonuna kadar boşa gitmiş ona yanarım) ,Negative
 Bu kişi harbi pezevenk para için onurunu ve şerefini satan sahtekar iblis ,Negative
"kokusu çok kaliteli, ilk kullandığınız andan itibaren dikketleri üzerinize çekiyor. etkisi tastiklidir. bizzat kullandım :) tek kötü yanı öyle çok uzun süre kalmıyor.",Positive
ürün güzel tedarik hızlı çekinmeden alabilirsiniz ,Positive
 Matrixten çok fazla etkilenmiş Nolan. Eğer senaryo biraz daha özgün olsaydı 10 puan verirdim.Görsellik:10/10 Senaryo:10/6 Toplam:10/8 ,Positive
 filme başladım. hilary swank ile bu filmin güzel olacağını düşünürken bir baktım film saçmalamaya başlıyor. ben de dvdsine bu kadar para verdiğim için üzüldüm. izlemezseniz de olur. ,Negative
 Bu kadroyla ancak bu kadar kötü bir film çekilebilir.Gayet yetenekli oyuncular barındırmasına rağmen yönetmenin beceriksizliği ve zayıf senaryo filmin izlenebilir olmasına engel. 4/10 ,Negative
 sinema tutkusunun her yerde sürebilceğini kanıtlayan herkesin izlemesini tavsşye ettiğim bir film.. ,Positive
rezalet tam anlamıyla rezil bir otel bu otele  yıldız verenler gitsinlerde eserleriyle övünsünler internetten  günlük paket satın aldım parasınıda peşin ödedim  gün zor sabredip kalabildik herşey dahil sistemde ağzımız ne yiyecek ne içecek soktuk ne olduğu belli olmayan içkiyi bile pet bardakta veriyorlar zaten içilmiyor markası belli olmayan rakıyı bile pet bardakta veriyorlar zaten verdikleri içki rezil içmen mümkün değil sabah kahvaltı yapmadan otelden ayrılıyorduk sadece yatmak için gece burnumuzu kapatarak odamıza giriyorduk odalar ise tam rezalet dolabı açtık kokudan birdaha ellemedik televizyon çalışmıyor defalarca söyledik ilgilenen olmadı pislik içinde paramızı yaktık otelden ayrıldık yazık çok yazık alanya ya yakışmıyor,Negative
"her yönüyle mükemmel bir telefon.sony xperia z2,lg g3 32 gblık modeli arasında kalmıştım.araştırmalarım sonucunda lg g3 32 gb modelini seçtim,gayet güzel bir telefon.estetik ve özellik olarak çok iyi.sony xperia z2 modeli gibi su geçirmez olsaymış yemede yanında yat denilecek telefon kesinlikle lg g3 olurmuş.",Positive
 Bu film için sadece mükemmel derim 2.Dünya Savaşı hakkında yapılmış tartışmasız en iyi film 10/10 ,Positive
bir ay olmadan bozuldu,Negative
Görüntü iyi kullanım iyi,Negative
beklediğimden daya iyi..,Positive
çok aşırı sesli çalışıyor rahatsız edici ilkkullanmaya başladıgınızda hatta bozuk zannedebilirsiniz.,Negative
Çok kullanışlı.,Positive
 Troya bu filmin yanında sanat harikası..film okadar basitti ki!Benim bu filmde öğrendiğim İskender’in gay olduğu..Başka hiç birşey öğrenmedim...Ve de gerçekten birçok masraftan kaçınılmıştı.Koskoca imparator bez parçasıyla savaşa gidiyordu.Kısacası zaman kaybıydı.. ,Negative
"1 haftadır kullanıyorum. hızıyla, kamerasıyla, ekran çözünürlüğüyle çok üst düzey bir telefon.",Positive
kalınlığı ideal ancak zemin üzerinde kayma yapıyor,Positive
öncelikle öğlen sipariş vermeme rağmen aynı gün kargoya verilmedi ve planıma uymadığı için şubeden kendim almak zorunda kaldım. ,Positive
"samsung s6 edge telefonum için aldım, gayet güzel bir ürün çok güzel ve oldukça verimli bir şekilde şarj ediyor telefonu. alacak olan arkadaşlara şiddetle tavsiye ediyorum. kılıfı ile birlikte almanızı öneririm.",Positive
 Bi kaç güzel görüntü hariç son derece içi boş bir film... Sinemaya verdiğiniz paraya yazık... Ayrıca aşırı yanlı olmuş. Spartalılara bütün iyi özellikler yüklenmişken Perslere tüm kötü özellikler keskince yüklenmiş...Kötü... ,Negative
" Gerçekten anlamsız ve gereksiz bir film olmuş. Hayatımda seyrettiğim en kötü filmlerden biriydi. Sinema oflayıf puflayan insanlarla doldu taştı. Film sırasında uyuyan mı istersiniz , cep telefonuyla oyun oynayan mı , duvarlardaki ses sitemini inceleyenler mi. ... ",Negative
 berbattı. hiç beğenmedim.ancak bu filmi 3 yaşındaki çocuk beğenir. ben karrdeşimi götürdüm ama keşke gitmeseydim.hiç tavsiye etmem ,Negative
" buna film demeye bin şahit lazım . yani nedir bu bir tane bile dogru düzgün espri bile yok tamamen rezillik dünya dark knight gibi filmler yapar bizimkiler avanak kuzenler , k9 gibi yüz karası filmler yapar ",Negative
"yorumlara aldanıp aldım, hiç bir işe yaramıyor, burada yorum yazanlardan da şüpheliyim. ",Negative
galaxy aceden çok memnunum gerçekten istediğim özellikleri tamamıyla sağlıyor ve telefondan bi keyf uyandırıyor kesinlike tavsiye ederim. hiç bir şekilde pişmanlık duymadım zarif tasarımı ve kullanış kolaylığı ile vazgeçilmez bi telefon galaxy ace,Positive
bulaşık makinasında gönül rahatlığıyla yıkayabilirsiniz. diğer steak tahtaları gibi ısıya maruz kalınca kıymıkları ayrılıp kullanılmaz hale gelmiyor. yemeğin soğumasını geciktiriyor. sadece steak için değil kendinizi tüm yemeklerinizi bunla yerken bulabilirsiniz. bekar evinin tek tabagı olmaya aday,Positive
 hayatımızda heder olan bir 2 saat daha... oyuncular da ne kadar hevesliymiş bi sinema filmleri olsun istemişler ama güzel bir kısa film fikriymiş sününce zaten korkutmuyo hayko cepkin de olmasa yarıda çıkardım valla ,Negative
" Film baştan aşağı fantezi; ideoloji yok, fikir yok, alt anlam yok, dialog yok. Sparta kralı çıkıyor &quot;Sal Gelsin Osmaaan !&quot; diye bağırıyor bunlarda dar geçitte adam kesiyor. Ayrıca filmin soundtrack'ini 4 gözle bekleyen arkadaşlara bilgilendirme olsun diye söylüyorum filmin soundtrack'i filmden önce (veya film gösterimiyle aynı anda) çıkar yani 300 OST çıktı, gidip alışveriş sitelerinden (veya mağazalardan) alabilirler. ",Negative
 hiç beyenmedim :( testere filmine benzetmeye çalışmışlar.kadını yakalıyıp bir okaya kapatıyo orda işlence vs işlemler yapıyor.yani testere ile temel konu aynı. ,Negative
çok hızlı bir gönderi oldu . teşekkürler ...,Positive
24 saat olmadan elime geçti.ürün gayet şık ve kullanışlı. mükemmel..teşekkürler hepsi burada..ayrıca satış sonrası ilgi de harika..alacak olanlara tavsiye ederim..,Positive
çok güzel ürün zamanında geldi beklediğim den daha güzel çıktı teşekkürler ,Positive
 bu zamanda hala böyle filmler mi çekiliyor anlamadım gitti... ,Negative
 hep oynuyo her zamanda sıkılmadan izliyorum.bence süper bi film ,Positive
model çok güzel görünüyor heyecanla bekliyoruz hepsi buradaya çok teşekkürler,Positive
bununla mutluluk duyup Allah a hamd etmek yerine Allah ın verdiği kudretle bir ülkenin bağımsızlığını ve özgürlüğünü kazanmasında liderlik eden Mustafa Kemal Atatürk e alçakça hakaret edenler bu ülkenin kanser olan organıdır ,Negative
kesinlikle bir çok alanda en iyi sonucu vererek kullanılabilinecek bir ürün.,Positive
"burberry parfümleri arasında belkide tek güzel erkek kokusu diyebilirim,bayanıda çok güzel.parfüm durdukça daha da güzel kokmaya başlıyor,çok ağır bir parfüm değil ama çok hafifte değil 4 mevsimlik bir parfüm.ama şu kesin ki çok dikkat çekici ve hiç rahatsız etmeyen çok duru bir kokuya sahip bir parfüm...kullandıklarım arasında ilk sırayı almayı hakketti doğrusu...dikkat ! her parfüm her tende güzel kokmayabilir....",Positive
 eh yani hala bu konularda film çekiliyormuydu!! 80'lerin yüz karası klasik konulu filmlere bir gönderme herhalde. yönetmen hala o yıllarda yaşıyor olmalı!! ,Negative
hepsi burada'ya gelinceeeee :),Positive
çok fazla bir şey beklemeyin. hafif keskinleştirilmiş bir metal ile kesme yapmaya çalışıyor.ondada tam beceremediği olabiliyor. tekrar ikinci kere deneme yapmanız gerekebiliyor. 5mm gibi bir yarı çapta kesme yapıyor. daha derin yuvarlama yapabilirim diye düşünmüştüm. ama yapısından dolayı bu mümkün değil.,Negative
yalancılıkşu anda oteldeyim ve hizmet çok vasat kişi başı   tl verdim ve verdiğim paraya acıyorum sitelerinde günü birlik turlarımız var ve dalış ekibimiz var diyorlar turları sorduğunuzda elinize bir broşür verip sizi acenteye yönlendiriyorlar dalış için ise otelin yanında aqua park var oraya gönderiyorlar herkes ama oteldeki bütün herkes çok şikayetçi buna çalışanlar da dahil rezervasyon yaptırırken istediğimiz vakitte gelebileceğimizi söylediler sabah  :  da oraya vardık  :  dan önce alamayacaklarını söylediler öğle yemeği  :  da bittiği için öğle yemeğinden de faydalanamıyorsunuz yetkiliyle görüşmek istediğimde görüştürmediler ancak kavga ederek odaya çıkabildim ishal oldum sabah namazı vaktinde wc gittim sular akmıyordu,Negative
berbathamam böceklerinin cirit attığı odalar hijyen anlayışından yoksun bir mutfak bir tabakta  kişiye servis açan bir hizmet kalitesi anlayışı üzerine her şey dahil hizmet sunan oteller gibi yüksek fiyatlar istiyorlar mazı nın güzelliğine gölge düşürüyorlar,Negative
2 gündür kullanıyoruz havallar soğuduğu zaman bakalım fareler eve geleçekmi.güzel bir gece lambası şu anda ??,Negative
herkesee iyi geceler kız paçoz sana karabasan gelsin,Negative
" bilindik bir scorsese filmi casino martin scorsesenin taksi şöförü,godfellas gibi yapımlarından sonra açıkçası biçim ve içerik bakımından biraz yavan geliyor bu film özellikle filmin kurgusu izleyiciyi çok bunaltıyor çok başarısız sahneler arasındaki geçişler, pause düğmesine basılmış da yapılıyor izlemini yaratıyor üstelik filmin bu başarısız kurgusu ve çok fazla iç ses gibi teknik detaya önem vermesinin sonucunda başarılı bir karaktet işleyemen işlesede karakterlerin hislerini bir türlü izleyiciye aktaramayan bir film filmle ilgili en ciddi eleştirim ise işleyeceği olay örügsünü bence tam net seçememeiş olması yani karakter merkezli futiristik bir karakter bir filmi olamacak yoksa politik alt metinli bir aksiyon maceramı tam kestiremiyor insan doğrusu teknik detaylar da başarısızdı bence filmin başında iç ses ve flashfoward lar başarılı bir uyum sergileyememiş ne yazıkki yada sıkıcı kadraj kullanımı gibi bir çok detay can sıkıyor .fimin en başarılı kısmının son 30 dakikası olduğunu söyleyebilirim hem sinematografi hem olay örgüsünü işleme hemde oyunculuk bakımından son 30 dk gerçektende scorsesenin etkileyici sinematografisini göstersede genel olarak üzülerek söylüyorum ki vasat üstü bir film ",Negative
 saw özentisi gördüm seni ama başarısız ,Negative
"tek kelime ile ""berbat""otele geçen sene majesty markasından memnun kaldığımız için seçtik fakat bu sene el değiştireceği için hiç birşeye önem göstermiyorlar forumlarda otel hakkında yorumlara baktığımda olumsuz olanları abartı diyerek pek ilgilenmedim ama inanın çoğu yorum doğruydu giderseniz sizde göreceksiniz odalar dar pislik içinde tuvalet ve banyoda aynı şekilde odanın içi zaten tuvalet kokuyordu mini buz dolabında su dahi yoktu havuz çok küçük ve derinliği çok az    cm boyundaki adamın omuzlarına geliyor hiç derinleşmiyor şezlonglar iç içe kahvaltı ve yemekler hergün aynı (ızgara çeşitleri hariç) öğle yemeklerinde yemekhanede güneş yüzünden oturulacak yer bulunmuyor ala carte restorantında menü çok zayıf seçme imkanınız bile yok fix menü yani  majesty markasının konsepti genelde kapalı içecek servis etmeleri fakat burada tur şirketine ve otele sormamıza rağmen kapalı içecek bulamadık  hafta bol buzlu şekerli su içtik resmen su dolaplarında çoğu kez soğuk su bulamadık kimi zaman su bile yoktu dolapta çalışanlar çok deneyimsiz ve lakayıd birçok otelde artık partnersiz erkek alınmıyor ama burası erkekler hamamı gibiydi bakışları ve davranışlarıyla yabancı turistlerde dahil herkes rahatsız oluyordu otelin iyi tarafları ise doğa içinde olmanız heryer yeşillik ve çiçek  ayrıca dj ve animasyoncuların hakkını yememek lazım bu şikayetlerimi tur şirketine ilettiğimde bana bu   şikayet diye dert yandılar otelle temasa geçtiklerinde ise otel yetkilileri ilgilenmediğini şikayeti olanın dilekçe yazmasını söylemişler yazdıklarıma ister inanın ister inanmayın ama paramla rezil olmak istemiyorum diyorsanız kesinlikle bu oteli seçmeyin",Negative
pil performansı ( 1 günü anca çıkarır),Positive
 kitabı okuyup da filmi sonra seyreden bi çok kişi filmi genelde beğenmiyor...kitapta anlatılan bazı şeyler filmde es geçilmiş...bazı arkadaşlardan kitaptan sinemaya uyarlanan en iyi filmlerden biri olduğu gibi saçma bir yorum duyuyorum..eğer da vinci nin bu olayını merak ediyorsanız bu merakınızı ilk olarak filmle gidermeye kesinlikle başlamayın.. ,Negative
eşim sürekli kullanıyor ve ben kokusunu çok beğeniyorum.,Positive
ürünün fiyatı denilen gibi yüksek ama sana 12 ay taksit yapıyorlar. şimdi zarraf agit kredi kartından tek çekim bile yapsan fark istiyor. bence yatırım için çok uygun.,Positive
 bu film çok sıkıcı kimseye tavsiye etmem şahsen..... ,Negative
çok gürültülü çalışıyor. ayrıca üfleme gücü yetersiz. isı ayarı arasında neredeyse fark yok gibi. otellerde ki saç kurutma makineleri performansında,Negative
mükemmel ötesimerhaba;geçen sene  mayısta  kişilik arkadaş grubuyla gittiğimiz ve çok memnun kaldığımız bu otele bu sene   kişilik bir grupla gittik içeride de yaklaşık   kişilik bir grup olmasına rağmen geçen seneden çok daha iyi bir hizmet aldık uhd konsepte yemekler çok çeşitli yeterli ve lezzetliydi kimse aç kalmadı odalar temizdi havuz ve deniz animasyon içecek herşey mükemmeldi grubu ben orgenize ettim inanın aldığım teşekkürleri size sayamam otelde eylül ayında daha uzun bir tatil için şimdiden  kişi olduk bende arkadaşlarım ve kendim adına başta okan gökçe bey olmak üzere ilker bey ve diğer tüm çalışanlara sonsuz teşekkür ederim,Positive
"üç çift sipariş verdim giydim rahat bir çorap fiyatıda oldukça makul tavsiye ederim. gerçekten kış aylarında gerekli, çok kaba değil ayakkabıyı deforme etmez.",Positive
" son saniyelerine kadar merakla izledim filmi. acaba ne olacak acaba ne olacakta şaşıracağım diye. ödülleri silip süpürmüş bir film mutlak bir şeyi kaçırdım diyerek 2. kez izledim... değişen bir şey olmadı. görsellik desem değil , kurgu değil , oyunculuk hiç değil.. olmamış... ",Negative
 bu kadar saçma bir film olamazdı heralde iğrenç ötesi. çok başarısız. 10/1 ,Negative
 Oyunculuklar ve kurgu fena değil. Ama senaryo yok. Herhangi birinin de kafasından uydurabileceği kadar basit bir öykü. Kattığı bir şey yok. Sonundaki esrar kullanmaya özendirme dışında. 4/10 ,Negative
kargo 1 gün sonra elime ulaştı. ürünün malzeme kalitesi güzel diyebilirim. fiyat performans olarak kesinlikle tercih edilebilecek bir ürün. ,Positive
rengleri canlı değil duvara asmayı beklerken yapıştırıcı bantları görünce anladm basit bişi olduğunu... yinede fena değil.. ,Negative
 Bana göre vasatın üstüne çıkamamış film.salondan çıktığımda hayalkırıklığı vardı surat ifademde.memleketim Tarsustan izler olsa da beni cezbetmeyi başaramadı film.Ayrıca cinselliği daha estetik değil de neden böylesine hayvani(adam/Alper bedensel yaşasa bile)yansıtırlar anlamıyorum.Türk oyuncu ve yönetmenleri sevişme sahnelerini başaramıyor bir türlü. 10/6 ,Negative
2 gün içerisinde geldi ben aldığım da 66 tl di,Positive
" İşte ben bu filmleri çok seviyorum.Filmin çekildiği toprakların karakterini oyuncuların birebir yansıttığı, konusu ve kadrosu zengin olan ve en önemlisi bizim sinemamızdan çıkmış olan filmleri.Erol Günaydın’a doyamadım filmde.İstedim ki filmin son dakikasına kadar onu da seyredeyim.Çetin Tekindor’un oyunculuğunu zaten yazmaya ve anlatmaya gerek duymuyorum.Halit Ergenç zaten artık oyunculuğu kırk yıllık bir işmiş gibi icraa ediyor.Tarık Pabuççuoğlu rol aldığı bütün yapımlara renk katıyor.Vahide Gördüm’ün zaten duruşu başlı başına bir oyunculuk.Kısacası Türk sinemasından çıkan en güzel yapımlardan birisi.Sevdim, hemde çok... ",Positive
bu işi bilipte progainerı bilmeyen zaten kalmamıştır yıllardır satılan bir ürün ve etkisi tartışılmaz garantidir doğru kullanıpta yarar görmeyeni görmedim ancak benim söylemek istediğim bu paket gerçekten avantajlı olmuş tebrikler,Positive
"ürünü sipariş vermemle bana ulaşması arasında geçen düre 1 haftaydı.marka dtm mağazasından aldım, tereddütlerim vardı doğru ürün gönderirler mi diye ama  orijinal ambalajında sipariş verdiğim ürün gönderilmişti. bunun için marka dtm mağazasına, ürünü güzel bi şekilde taşıyan horoz lojistiğe ve ürünü piyasa fiyatından ucuz bi şekilde almamı sağlayan hepsiburadaya çook teşekkür ederim.",Positive
 böyle bir film görmedim. çok kötü hiç mi görmediniz o mikrofonları filmi çekerken... film de geçen olaylar hakkında hiç bir açıklama yok. bir daha asla bu yönetmenin filmine gitmem dedirtecek kalitesizlikte bir film.izlerken mikrofonlar yüzünden ciddiye alamıyorsun konuyu. ,Negative
" Adrian Brody'nin oyunculuguna söz yok ama film gerçekten çok kötü bir araba , orman ve bir adam ile çekilen anlamsız bir yapım... 10/4 ",Negative
"kanal geçişleri zayıf, kumandanın malzeme kalitesi kötü. ",Negative
ufak bir kargo sıkıtısı yaşasakta hepsiburada bunu telafi etti teşekkürler.,Positive
sevdikçe itiyor musun?,Positive
çok kullanışlı çok beğendim. kargoda çok hızlı 1 günde geldi,Positive
berbatyaz tatilimiz için değişiklik olsun diye bu sene kibrisi seçtik ve malesef deniz kizi oteli otele ilk geldiğimizde ne bavullarimizi alip yukari çikaran nede yüzümüze bakan olmadi plaja gittiğimizde dişardan günü birlik müşteri alindiğini ve bunlarin çoğunluğunun tek erkek gruplar olduğunu ve bunlardan bazilarininda otel müşterilerini bakişlariyla ve hareketleriyle taciz ettiklerine tanik olduk güneşlenen bayan otel müşterilerinin önününe geçerek bayanlarin haberi olmadan birlikteymiş gibi fotoğraf çektiren günü birlikçi erkekler oldu akşam yemeğine gittiğimizde müşteriler arasinda ayrimcilik olduğunu gördük ve bunu bizzat biz yaşadik oturduğumuz masadan başka bir otel müşterisine ait olduğu gerekçesiyle kaldirildik o masaya sürekli garsonlara bahşiş veren yabanci turistlerin oturtulduğunu gördük yemek alaninda otel müşterileri yemeklerini yiyip kalkdiktan sonra boşalan yerlere bir başka müşteri oturup yemeğini yiyordu ancak özel olan müşteriler sanki bir balik restaurantina gelmiş gibi saatlerce oturup yavaş yavaş içkilerini yudumluyorlardi canli müzik bu müşterilerin isteklerine göre yapiliyordu kisacasi paramizla rezil oduk ama sizin paraniz çoksa ve bol bahşiş dağitabilecekseniz oldukça rahat edersiniz bu otellerde,Negative
" Filmi izlemedim ama genel olarak iyi bir film olduğu anlaşılıyor. Sibel Kekilli yi tabiki kutlamak lazım başarısından dolayı, tabiki bu başarısı geçmişte yaptığı yanlışların üstünü örtmez. geçmişte porno filmlerde oynamış olması ki ben bunu hayat kadınlığından daha adi bir iş olarak görüyorum, oynamış olması da bu filmdeki başarısını ortadan kaldırmaz. 2 olayda birbirinden bağımsızdır o yüzden birbirine karıştırmamalıyız. 2 olay arasında ortak olan ise Sibel Kekilli nin ta kendisidir. Bu yüzden kişiliğini eleştirebilirsiniz ama bu filmde bir başarısı varsa bunu gölgeleyerek değil. ",Negative
" önermem arkadaşlar, keyfinizi bozmayın hiç bu film için.. ",Negative
kullanılabilir alan 114 gb...,Negative
 filmi salonda kahkahalarla izledik.sanki dünyayı kurtaran adam oynuyor.yönetmen çok kötü bir oyunculuk sergiliyor aynı zamanda.6.his'teki başarısını yakalayamadığı gibi tüm kredisini tüketiyor bu filmde.casting de iyi değil.paul grammati sanki komedi oyuncusu.berbat desem yeridir.hiç bu kadar hayalkırıklığına uğrayacağımı düşünmemiştim ,Negative
almayı düşünenleri uyarmak açısından söylüyorum.ürün açıklamasında 3g özelliğinin olmadığı yazıyor.her yönüyle harika olan bu ürün 3g özelliği olmadığından dolayı kaybediyor.,Negative
"evimizde eşimin çeyizleri ve misafir takımları çok fazla yer kaplıyordu. ne yapacağımızı bilemiyorduk. bu ürünü hepsi burada dan aldık ve 4 yorgan, 2 battaniye ve 1 yastığı ürünlerin içine yerleştirdik. havasını alınca inanılmaz küçüldüler. önceden gardıroba zor sığdırıyorduk şimdi ise hepsini yatağın altına bazaya koyduk. gardırop boşaldı, bazanın altında hala boş yer var. çok kullanışlı, herkese tavisye ederim",Positive
 işte yıldızlar kadrosu brad pitt - eric bana -orlando bloom - diane kruger - sean bean - brian cox - peter o toole - brendan gleeson - saffron burrows - rose byrne - julie christie garrett hedlund işte bunlar ünlü isim hepsi bir numara kaliteli film kaliteli kadro kaliteli performans dört dörtlük bir film bu isim kadrosunu görüpte izlemeyen olurmu hiç brad pitt en iyi filmlerinden biri çok süper oynuyor 10/10 ,Positive
